course_code,course_name,department,credits,offering_count,teacher_count,total_enrollment,avg_class_capacity,campus_count,primary_course_type,dominant_time_bucket,weekend_offering_ratio,virtual_schedule_ratio,community_avg_rating,community_review_count,community_avg_comment_length,latest_review_at
SET3701G,智能电动化交通,溥渊未来技术学院,2.0,1,1,31,39.0,1,限选,afternoon,0.0,0.0,,,,
SET3901G,储能系统及应用,溥渊未来技术学院,4.0,1,1,78,39.0,1,必修,morning,0.0,0.0,,,,
AST2601,天体物理概论,物理与天文学院,3.0,1,1,15,15.0,1,"必修,交叉课程,限选",evening,0.0,0.0,3.4,5.0,354.4,2024/07/25 16:18
AST3751,射电天体物理,物理与天文学院,3.0,1,1,7,9.0,1,限选,afternoon,0.0,0.0,4.0,2.0,125.5,2024/07/25 16:42
AST3752,星系物理学,物理与天文学院,3.0,1,1,6,1.0,1,限选,afternoon,0.0,0.0,5.0,1.0,307.0,2024/06/05 01:11
AST3901,天文研究实践 I,物理与天文学院,1.0,1,1,9,9.0,1,必修,morning,1.0,0.0,4.0,1.0,236.0,2023/10/23 21:15
AST4752,天体物理中的辐射机制,物理与天文学院,3.0,1,1,4,1.0,1,限选,afternoon,0.0,0.0,4.0,1.0,28.0,2022/06/06 02:27
AST4754,实测天体物理,物理与天文学院,3.0,1,1,80,80.0,1,限选,evening,0.0,0.0,4.8,5.0,192.8,2026/01/25 16:00
AST4901,天文研究实践 III,物理与天文学院,1.0,1,1,3,3.0,1,必修,mixed,1.0,0.0,,,,
PH902,宇宙与人类,物理与天文学院,2.0,1,1,115,100.0,1,通识核心课程,afternoon,0.0,0.0,4.0,30.0,142.5,2025/11/03 15:14
PHY1200,大学物理导论,物理与天文学院,2.0,1,1,0,50.0,1,必修,evening,0.0,0.0,4.318,44.0,131.4,2026/01/25 13:19
PHY1208,大学物理（D类）（1）,物理与天文学院,2.0,1,1,294,147.0,1,必修,evening,0.0,0.0,3.0,11.0,145.2,2026/01/10 19:41
PHY1210,医用物理学（A类）,物理与天文学院,4.0,5,4,1394,139.4,1,必修,evening,0.0,0.0,3.438,73.0,191.2,2026/04/25 19:18
PHY1211,医用物理学（B类）,物理与天文学院,2.5,1,1,336,168.0,1,必修,afternoon,0.0,0.0,4.2,10.0,161.6,2026/03/27 09:59
PHY1222,大学物理实验（2）,物理与天文学院,1.0,12,1,2232,210.0,1,必修,afternoon,0.0,0.0,2.067,163.0,148.3,2026/05/06 21:07
PHY1251,大学物理(A类）（1）,物理与天文学院,4.0,1,1,0,80.0,1,必修,evening,0.0,0.0,3.769,650.0,161.4,2026/05/13 21:25
PHY1252,大学物理(A类）（2）,物理与天文学院,4.0,19,15,3764,103.05,1,"必修,限选",morning,0.0,0.0,3.897,585.0,177.4,2026/04/28 23:46
PHY1255,大学物理（B类）（2）,物理与天文学院,4.0,3,3,448,110.0,1,"必修,限选",morning,0.0,0.0,3.912,34.0,193.1,2026/03/31 10:28
PHY1257,大学物理（C类）（2）,物理与天文学院,3.0,1,1,58,100.0,1,限选,morning,0.0,0.0,3.308,13.0,207.7,2026/01/25 14:22
PHY1259,大学物理（N类）（2）,物理与天文学院,4.0,1,1,84,42.0,1,必修,morning,0.0,0.0,,,,
PHY1401,物理学实验导论,物理与天文学院,2.0,2,1,80,78.0,1,必修,afternoon,0.0,0.0,3.929,14.0,126.6,2026/01/22 19:25
PHY1502,线性代数,物理与天文学院,4.0,1,1,152,76.0,1,必修,morning,0.0,0.0,5.0,1.0,198.0,2026/01/15 21:03
PHY1601,力学,物理与天文学院,4.0,1,1,152,76.0,1,必修,morning,0.0,0.0,4.571,21.0,180.6,2026/04/01 21:27
PHY1604,光学,物理与天文学院,3.0,1,1,188,126.0,1,必修,morning,0.0,0.0,2.382,34.0,277.5,2026/04/21 11:27
PHY2405,物理实验（2）,物理与天文学院,2.0,1,1,86,126.0,1,必修,morning,0.0,0.0,3.0,1.0,186.0,2026/01/22 22:08
PHY2503,数学物理方法,物理与天文学院,4.0,1,1,176,126.0,1,必修,morning,0.0,0.0,2.5,2.0,302.5,2026/01/30 19:50
PHY2509,概率与统计,物理与天文学院,3.0,1,1,166,126.0,1,必修,mixed,0.0,0.0,2.227,44.0,518.5,2026/01/30 19:54
PHY2602,分析力学,物理与天文学院,3.0,1,1,226,156.0,1,必修,morning,0.0,0.0,4.5,4.0,268.2,2026/01/31 13:07
PHY2607,电动力学,物理与天文学院,5.0,1,1,159,100.0,1,必修,morning,0.0,0.0,2.543,35.0,482.2,2026/03/19 09:19
PHY2611,量子力学Ⅰ,物理与天文学院,5.0,1,1,171,131.0,1,必修,morning,0.0,0.0,3.4,25.0,288.5,2026/01/22 20:50
PHY2807,电动力学（B类）,物理与天文学院,4.0,1,1,48,24.0,1,必修,morning,0.0,0.0,4.0,6.0,763.5,2025/01/18 23:41
PHY2811, 量子力学I（B类）,物理与天文学院,4.0,1,1,48,24.0,1,必修,morning,0.0,0.0,4.5,2.0,525.0,2025/01/19 14:14
PHY2900,物理学研究导论,物理与天文学院,2.0,1,1,77,111.0,1,必修,morning,0.0,0.0,2.857,14.0,393.9,2026/01/30 20:05
PHY3751,生物物理,物理与天文学院,3.0,1,1,52,70.0,1,限选,afternoon,0.0,0.0,3.75,4.0,518.8,2025/02/20 14:42
PHY3757,凝聚态物理专题,物理与天文学院,3.0,1,1,72,80.0,1,限选,morning,0.0,0.0,5.0,1.0,43.0,2026/01/24 20:17
PHY3759,粒子物理与核物理,物理与天文学院,3.0,1,1,68,70.0,1,限选,afternoon,0.0,0.0,1.0,1.0,531.0,2026/01/23 11:00
PHY3851,半导体物理,物理与天文学院,3.0,1,1,33,70.0,1,"必修,交叉课程,限选",afternoon,0.0,0.0,3.667,3.0,272.0,2026/01/06 20:41
PHY3852,光电子信息导论,物理与天文学院,3.0,1,1,17,69.0,1,"交叉课程,限选",afternoon,0.0,0.0,4.0,1.0,630.0,2025/01/23 10:25
PHY3901,物理研究实践III,物理与天文学院,1.0,1,1,83,141.0,1,必修,afternoon,1.0,0.0,,,,
PHY4753,量子场论,物理与天文学院,3.0,1,1,58,90.0,1,限选,morning,0.0,0.0,4.0,5.0,611.6,2024/12/30 12:05
PHY4901,物理研究实践V,物理与天文学院,1.0,1,1,75,138.0,1,必修,morning,1.0,0.0,,,,
BIO1018,昆虫仿生,环境科学与工程学院,2.0,1,1,30,30.0,1,通识核心课程,mixed,0.0,0.0,2.5,2.0,324.0,2026/01/08 05:41
ENVR0101,电子废物-资源-环境,环境科学与工程学院,2.0,1,1,9,30.0,1,新生研讨课,evening,0.0,0.0,4.667,3.0,552.0,2026/01/21 01:30
ENVR0105,水-环境-能源,环境科学与工程学院,2.0,2,2,0,75.0,1,公共选修课,mixed,0.0,0.0,,,,
ENVR1005,人与环境,环境科学与工程学院,3.0,2,2,200,50.0,1,通识核心课程,evening,0.0,0.0,3.5,4.0,201.0,2026/01/27 09:42
ENVR3201,环境学导论,环境科学与工程学院,1.0,2,2,10,5.0,1,必修,morning,0.0,0.0,1.75,4.0,518.8,2025/06/19 15:19
ENVR3204,环境微生物学,环境科学与工程学院,3.0,1,1,104,80.0,1,必修,morning,0.0,0.0,4.4,5.0,121.8,2025/01/12 02:05
ENVR3209,资源管理,环境科学与工程学院,2.0,1,1,13,36.0,1,限选,evening,0.0,0.0,5.0,1.0,294.0,2025/01/22 09:36
ENVR4204,环境评价,环境科学与工程学院,2.0,1,1,43,43.0,1,"交叉课程,限选",morning,0.0,0.0,4.0,2.0,213.5,2024/02/22 19:56
ENVR4206,大气污染控制工程,环境科学与工程学院,3.0,1,1,86,43.0,1,必修,morning,0.0,0.0,3.5,4.0,189.0,2025/12/27 21:14
ENVR4207,水处理工程,环境科学与工程学院,3.0,1,1,37,36.0,1,必修,afternoon,0.0,0.0,3.0,1.0,333.0,2024/01/09 23:58
ENVR4208,土壤污染控制及修复工程,环境科学与工程学院,2.0,1,1,33,36.0,1,必修,morning,0.0,0.0,3.333,3.0,126.7,2024/01/11 08:04
ENVR4211,可持续能源,环境科学与工程学院,2.0,1,1,14,36.0,1,交叉课程,mixed,0.0,0.0,2.0,1.0,124.0,2025/01/02 23:41
ENVR4213,水文学与水文地质学,环境科学与工程学院,2.0,1,1,23,36.0,1,交叉课程,morning,0.0,0.0,4.0,3.0,144.3,2025/02/20 23:59
ENVR4217,固体废物资源化技术,环境科学与工程学院,2.0,1,1,14,43.0,1,"交叉课程,限选",morning,0.0,0.0,5.0,1.0,338.0,2025/01/15 13:20
ENVR4219,环境土壤学,环境科学与工程学院,2.0,1,1,35,36.0,1,交叉课程,morning,0.0,0.0,4.5,6.0,225.2,2025/02/17 14:24
ENVR4220,智慧环境,环境科学与工程学院,2.0,1,1,33,60.0,1,限选,mixed,0.0,0.0,4.0,1.0,50.0,2025/01/12 02:13
ENVR4223,地下基础工程概论,环境科学与工程学院,2.0,1,1,16,36.0,1,交叉课程,mixed,0.0,0.0,,,,
ENVR4224,环境规划与管理,环境科学与工程学院,2.0,1,1,43,43.0,1,必修,morning,0.0,0.0,2.4,5.0,234.6,2026/01/02 13:12
ENVR4225,环境材料,环境科学与工程学院,2.0,1,1,8,43.0,1,"交叉课程,限选",morning,0.0,0.0,2.25,4.0,142.8,2025/01/21 08:34
ENVR4230,EHS与可持续发展领导力,环境科学与工程学院,2.0,1,1,9,47.0,1,"交叉课程,限选",afternoon,0.0,0.0,,,,
ENVR4231,气候变化导论,环境科学与工程学院,2.0,1,1,41,60.0,1,限选,evening,0.0,0.0,5.0,2.0,713.0,2026/01/20 17:16
ENVR4302,环境微生物学实验,环境科学与工程学院,1.0,2,2,37,30.0,1,必修,evening,0.0,0.0,4.5,2.0,107.0,2023/11/28 14:27
ENVR4305,环境科学实验,环境科学与工程学院,1.0,1,1,32,36.0,1,必修,afternoon,0.0,0.0,,,,
ENVR4407,毕业实习,环境科学与工程学院,1.0,2,2,40,21.0,1,必修,afternoon,0.0,0.0,,,,
ENVR4408,环境大气科学,环境科学与工程学院,2.0,1,1,5,36.0,1,限选,mixed,0.0,0.0,,,,
ENVR4501,大气污染控制工程课程设计,环境科学与工程学院,1.0,1,1,47,47.0,1,限选,afternoon,0.0,0.0,,,,
SO922,人与环境,环境科学与工程学院,3.0,1,1,120,40.0,1,通识核心课程,evening,0.0,0.0,4.071,28.0,178.7,2026/01/23 22:17
BI900,生命科学导论,生命科学技术学院,2.0,1,1,40,40.0,1,通识核心课程,evening,0.0,0.0,3.868,68.0,187.1,2026/01/20 11:05
BI903,生命科学实验探索,生命科学技术学院,2.0,2,2,60,30.0,1,通识核心课程,afternoon,0.0,0.0,4.158,57.0,182.8,2026/04/02 18:09
BI904,海洋世界探秘,生命科学技术学院,2.0,1,1,50,50.0,1,通识核心课程,evening,0.0,0.0,4.625,8.0,162.2,2025/01/25 10:45
BIO0102,微生物基因组学与抗菌素耐药性,生命科学技术学院,1.0,1,1,100,30.0,1,新生研讨课,mixed,0.0,0.0,4.667,3.0,144.7,2025/09/11 23:07
BIO0103,生命科学史,生命科学技术学院,1.0,1,1,46,30.0,1,新生研讨课,evening,0.0,0.0,3.125,8.0,134.1,2026/01/20 21:18
BIO0105,遗传发育与精神神经疾病,生命科学技术学院,1.0,1,1,516,30.0,1,新生研讨课,mixed,0.0,0.0,4.0,2.0,141.5,2025/06/10 13:56
BIO0106,工业与环境微生物技术,生命科学技术学院,2.0,1,1,59,25.0,1,新生研讨课,evening,0.0,0.0,4.333,3.0,219.7,2025/09/16 15:55
BIO0107,探索奇妙的蛋白质世界,生命科学技术学院,2.0,1,1,70,30.0,1,新生研讨课,evening,0.0,0.0,1.75,4.0,107.2,2026/01/16 16:23
BIO0112,生物信息学概论,生命科学技术学院,1.0,1,1,53,30.0,1,新生研讨课,evening,0.0,0.0,4.0,1.0,117.0,2025/01/15 19:35
BIO1001,生命科学导论,生命科学技术学院,2.0,1,1,64,65.0,1,通识核心课程,afternoon,0.0,0.0,5.0,1.0,115.0,2026/01/20 20:35
BIO1012,微生物的世界,生命科学技术学院,2.0,1,1,65,65.0,1,通识核心课程,evening,0.0,0.0,,,,
BIO1203,自然科学基础,生命科学技术学院,2.0,10,10,244,24.4,1,必修,mixed,0.0,0.0,3.851,67.0,158.1,2026/04/20 19:58
BIO1254,普通生物学,生命科学技术学院,2.0,14,12,801,53.93,1,必修,morning,0.0,0.0,2.982,55.0,158.3,2026/05/05 14:07
BIO1652,生命科学导论实验（A类）,生命科学技术学院,1.0,6,2,147,24.5,1,必修,afternoon,0.0,0.0,3.947,19.0,168.7,2026/04/17 08:18
BIO2201,生物学导论,生命科学技术学院,3.0,1,1,194,120.0,1,必修,morning,0.0,0.0,1.862,29.0,233.0,2026/01/24 10:59
BIO2202,生物化学,生命科学技术学院,3.0,2,2,180,57.5,1,必修,morning,0.0,0.0,3.25,36.0,237.3,2026/01/22 14:51
BIO2222,细胞生物学,生命科学技术学院,2.0,1,1,22,30.0,1,"必修,交叉课程",mixed,0.0,0.0,2.25,4.0,417.0,2026/01/08 18:38
BIO2230,微生物学,生命科学技术学院,3.0,1,1,74,40.0,1,必修,afternoon,0.0,0.0,4.667,3.0,103.3,2024/02/20 13:26
BIO2231,生物化学,生命科学技术学院,4.0,1,1,164,45.0,1,必修,morning,0.0,0.0,4.0,1.0,195.0,2024/02/20 13:32
BIO2240,微生物学讨论课,生命科学技术学院,1.0,1,1,36,40.0,1,必修,mixed,0.0,0.0,5.0,1.0,92.0,2024/02/20 13:34
BIO2241,生物化学讨论课,生命科学技术学院,2.0,1,1,37,45.0,1,必修,mixed,0.0,0.0,,,,
BIO2252,生物化学（F类）,生命科学技术学院,3.0,1,1,28,30.0,1,交叉课程,afternoon,0.0,0.0,,,,
BIO2256,生物化学,生命科学技术学院,4.0,1,1,70,45.0,1,必修,morning,0.0,0.0,,,,
BIO2257,生物化学,生命科学技术学院,3.0,3,1,96,40.33,1,必修,morning,0.0,0.0,4.5,2.0,254.0,2026/01/24 20:38
BIO2301,解剖与生理,生命科学技术学院,2.0,1,1,24,40.0,1,"交叉课程,限选",mixed,0.0,0.0,4.4,5.0,357.8,2026/01/13 10:45
BIO2551,Python语言程序设计,生命科学技术学院,2.0,1,1,15,25.0,1,必修,morning,0.0,0.0,5.0,1.0,882.0,2024/12/20 18:55
BIO2602,生物化学实验,生命科学技术学院,1.5,3,1,96,60.0,1,必修,afternoon,0.0,0.0,4.882,17.0,193.6,2025/11/24 15:40
BIO2651,生物化学（D类）实验,生命科学技术学院,2.0,1,1,16,60.0,1,限选,afternoon,0.0,0.0,5.0,3.0,116.3,2025/01/16 15:32
BIO2653,生物化学实验,生命科学技术学院,1.0,1,1,34,45.0,1,必修,afternoon,0.0,0.0,,,,
BIO2732,生物学实验2,生命科学技术学院,3.0,2,1,148,20.0,1,必修,evening,0.0,0.0,5.0,1.0,38.0,2023/01/17 11:28
BIO2751,生物学实验（1）,生命科学技术学院,4.0,1,1,18,20.0,1,必修,afternoon,0.0,0.0,1.5,2.0,309.5,2025/12/27 21:03
BIO3201,细胞生物学（B类）,生命科学技术学院,3.0,1,1,100,25.0,1,必修,morning,0.0,0.0,5.0,1.0,430.0,2026/01/13 10:40
BIO3302,分子生物学（F类）,生命科学技术学院,4.0,1,1,80,25.0,1,必修,morning,0.0,0.0,5.0,2.0,207.0,2026/01/11 14:07
BIO3305,免疫学,生命科学技术学院,2.0,1,1,29,45.0,1,"交叉课程,限选",afternoon,0.0,0.0,5.0,3.0,321.7,2025/02/13 14:56
BIO3401,生物工程单元操作原理（2）,生命科学技术学院,2.0,1,1,54,35.0,1,必修,afternoon,0.0,0.0,,,,
BIO3405,基因工程,生命科学技术学院,2.0,1,1,41,45.0,1,"交叉课程,限选",morning,0.0,0.0,2.5,2.0,260.0,2026/01/24 14:45
BIO3406,代谢工程,生命科学技术学院,2.0,1,1,24,30.0,1,交叉课程,morning,0.0,0.0,5.0,2.0,236.5,2026/01/13 21:41
BIO3413,生物反应与过程工程,生命科学技术学院,2.0,1,1,42,42.0,1,"必修,交叉课程",morning,0.0,0.0,5.0,1.0,118.0,2024/07/10 22:33
BIO3415,基因工程,生命科学技术学院,3.0,1,1,42,23.0,1,必修,morning,0.0,0.0,,,,
BIO3502,生物统计方法,生命科学技术学院,3.0,1,1,68,40.0,1,"必修,限选",morning,0.0,0.0,3.333,9.0,330.7,2026/01/22 13:45
BIO3503,功能基因组学,生命科学技术学院,2.0,1,1,21,40.0,1,"交叉课程,限选",morning,0.0,0.0,4.6,5.0,132.8,2025/02/13 15:00
BIO3504,应用生物信息学,生命科学技术学院,2.0,1,1,46,60.0,1,"必修,交叉课程",morning,0.0,0.0,,,,
BIO3505,生物信息学（C类）,生命科学技术学院,3.0,1,1,66,45.0,1,"必修,限选",morning,0.0,0.0,1.667,9.0,727.9,2026/01/28 11:39
BIO3507,计算结构生物学,生命科学技术学院,2.0,1,1,20,20.0,1,必修,afternoon,0.0,0.0,2.25,4.0,305.5,2026/01/22 13:48
BIO3514,数据库原理,生命科学技术学院,3.0,1,1,38,30.0,1,"必修,交叉课程",morning,0.0,0.0,4.6,10.0,373.9,2026/01/23 22:27
BIO3601,细胞生物学实验,生命科学技术学院,1.0,1,1,40,25.0,1,必修,afternoon,0.0,0.0,4.4,5.0,127.6,2023/06/13 00:20
BIO3701,遗传学实验,生命科学技术学院,1.0,1,1,20,25.0,1,必修,afternoon,0.0,0.0,,,,
BIO3711,科技实习与创新－生物技术（2）,生命科学技术学院,1.0,1,1,20,25.0,1,必修,evening,1.0,0.0,,,,
BIO3732,科技实习与创新－生物科学（2）,生命科学技术学院,2.0,1,1,70,45.0,1,限选,evening,1.0,0.0,,,,
BIO3801,生物工程单元操作实验（2）,生命科学技术学院,1.0,1,1,21,25.0,1,必修,evening,1.0,0.0,,,,
BIO3805,基因工程实验,生命科学技术学院,1.0,1,1,21,21.0,1,必修,afternoon,0.0,0.0,,,,
BIO3812,科技实习与创新（1）－生物工程,生命科学技术学院,1.0,1,1,21,25.0,1,必修,evening,1.0,0.0,,,,
BIO3911,科技实习与创新－生物信息学（2）,生命科学技术学院,1.0,1,1,14,20.0,1,必修,evening,1.0,0.0,5.0,1.0,1652.0,2023/02/14 16:40
BIO4401,生物工程设备与设计,生命科学技术学院,3.0,1,1,20,25.0,1,必修,mixed,1.0,0.0,,,,
BIO4701,生物技术综合实验,生命科学技术学院,2.0,1,1,25,30.0,1,必修,morning,1.0,0.0,,,,
BIO4801,生物工程综合实验,生命科学技术学院,2.0,1,1,20,25.0,1,必修,morning,1.0,0.0,,,,
BIO4901,生物信息学综合实验,生命科学技术学院,2.0,1,1,16,20.0,1,必修,morning,1.0,0.0,,,,
ENVR0104,环境修复与人类健康,生命科学技术学院,2.0,1,1,27,30.0,1,新生研讨课,evening,0.0,0.0,1.0,2.0,365.0,2026/01/15 11:13
MS3602,生物化学,生命科学技术学院,3.0,1,1,18,15.0,1,限选,morning,0.0,0.0,3.0,1.0,93.0,2025/03/04 09:57
SP267,精准医学与我们的健康,生命科学技术学院,2.0,1,1,77,25.0,1,新生研讨课,evening,0.0,0.0,4.059,17.0,149.1,2026/02/26 13:19
BME1201,生物医学工程导论,生物医学工程学院,2.0,1,1,36,36.0,1,必修,afternoon,0.0,0.0,1.561,41.0,305.8,2026/02/26 13:05
BME1202,智能医学工程导论,生物医学工程学院,2.0,1,1,53,53.0,1,必修,mixed,0.0,0.0,1.0,2.0,278.5,2026/01/14 19:08
BME2106,生物医电与信号创新实践,生物医学工程学院,1.0,1,1,20,20.0,1,限选,morning,0.0,0.0,4.833,6.0,508.2,2026/01/21 16:15
BME2303,数字电子技术实验,生物医学工程学院,1.0,2,1,53,40.0,1,限选,evening,0.0,0.0,4.0,15.0,218.3,2026/01/21 16:50
BME2305,模拟电子实验,生物医学工程学院,1.0,2,2,84,45.0,1,必修,evening,0.0,0.0,4.714,7.0,80.6,2026/01/23 10:25
BME2402,细胞生物学,生物医学工程学院,2.0,2,2,79,27.0,1,限选,mixed,0.0,0.0,3.161,31.0,258.3,2026/01/23 12:40
BME3301,生物医学信号与系统（2）,生物医学工程学院,2.0,2,2,141,47.0,1,必修,morning,0.0,0.0,4.222,18.0,202.7,2026/01/26 10:56
BME3302,生物物理,生物医学工程学院,2.0,1,1,30,30.0,1,限选,morning,0.0,0.0,3.75,4.0,266.8,2024/06/16 20:32
BME3303,生物医学传感器,生物医学工程学院,2.0,2,2,57,45.0,1,"交叉课程,限选",morning,0.0,0.0,3.611,18.0,200.2,2026/01/22 14:02
BME3304,生物医学图像处理(1),生物医学工程学院,2.0,2,2,94,47.0,1,"交叉课程,限选",mixed,0.0,0.0,2.333,15.0,202.7,2026/01/22 22:06
BME3305,微机原理,生物医学工程学院,3.0,2,2,120,30.0,1,限选,morning,0.0,0.0,4.733,15.0,173.4,2026/01/26 17:11
BME3306,微机原理实验,生物医学工程学院,1.0,2,2,59,30.0,1,限选,afternoon,0.0,0.0,4.333,3.0,156.3,2026/01/26 18:40
BME3307,自动控制原理（B类）,生物医学工程学院,3.0,2,2,80,20.0,1,限选,morning,0.0,0.0,5.0,20.0,230.4,2026/01/24 11:24
BME3401,生物化学,生物医学工程学院,3.0,2,2,264,40.0,1,限选,morning,0.0,0.0,4.833,12.0,154.3,2026/01/31 16:09
BME3402,解剖与生理（1）,生物医学工程学院,2.0,2,2,90,50.0,1,必修,morning,0.0,0.0,2.148,27.0,234.4,2026/01/26 18:39
BME4201,生物医学工程课程设计,生物医学工程学院,2.0,4,4,95,21.8,1,必修,afternoon,0.0,0.0,4.053,19.0,341.5,2026/01/29 00:58
BME4301,计算机辅助手术与治疗技术,生物医学工程学院,2.0,1,1,21,30.0,1,限选,morning,0.0,0.0,3.0,3.0,173.0,2026/01/09 23:47
BME4302,智能医疗与创新,生物医学工程学院,2.0,2,1,50,60.0,1,交叉课程,morning,0.5,0.0,4.667,3.0,291.0,2026/02/05 11:21
BME4303,人工智能和医学工程,生物医学工程学院,2.0,1,1,20,20.0,1,"交叉课程,限选",morning,0.0,0.0,4.667,3.0,104.3,2026/01/27 20:07
BME4401,医疗诊断前沿技术与创新应用,生物医学工程学院,2.0,1,1,30,30.0,1,交叉课程,morning,0.0,0.0,,,,
BME5301,生物力学,生物医学工程学院,2.0,1,1,40,40.0,1,限选,afternoon,0.0,0.0,4.6,5.0,185.2,2026/01/16 17:01
BME5303,磁共振成像原理及应用,生物医学工程学院,2.0,1,1,23,30.0,1,限选,morning,0.0,0.0,3.333,3.0,297.0,2025/12/25 01:32
STAT1001,统计思维,生物医学工程学院,2.0,1,1,40,40.0,1,通识核心课程,evening,0.0,0.0,3.0,3.0,343.7,2026/01/13 20:32
AI2603,人工智能基础,电子信息与电气工程学院,2.0,1,1,180,100.0,1,必修,evening,0.0,0.0,,,,
AI2615,算法设计与分析,电子信息与电气工程学院,3.0,1,1,182,100.0,1,必修,morning,0.0,0.0,4.736,72.0,335.4,2026/05/06 21:13
AI2618,电子电路系统实验,电子信息与电气工程学院,3.0,3,3,60,20.0,1,必修,afternoon,0.0,0.0,3.512,80.0,184.8,2026/01/09 12:53
AI3601,强化学习,电子信息与电气工程学院,2.0,1,1,96,110.0,1,必修,morning,0.0,0.0,2.714,14.0,184.8,2026/01/25 15:25
AI3602,数据挖掘,电子信息与电气工程学院,2.0,1,1,87,99.0,1,限选,morning,0.0,0.0,4.0,14.0,296.6,2026/01/20 20:34
AI3603,人工智能理论及应用,电子信息与电气工程学院,3.0,2,2,122,70.0,1,必修,afternoon,0.0,0.0,1.8,40.0,237.1,2026/01/24 15:27
AI3605,人工智能前沿讲座,电子信息与电气工程学院,2.0,1,1,97,99.0,1,限选,evening,0.0,0.0,4.786,14.0,235.5,2026/01/14 12:40
AI3606,数理逻辑,电子信息与电气工程学院,3.0,1,1,38,70.0,1,限选,afternoon,0.0,0.0,4.571,14.0,219.1,2026/03/09 16:48
AI3608,生物信息学,电子信息与电气工程学院,2.0,1,1,20,70.0,1,限选,mixed,0.0,0.0,3.0,7.0,138.9,2026/01/23 22:14
AI3619,计算机视觉,电子信息与电气工程学院,2.0,1,1,100,110.0,1,必修,morning,0.0,0.0,1.0,18.0,157.3,2026/01/26 08:32
AI3625,大模型技术,电子信息与电气工程学院,2.0,1,1,70,70.0,1,限选,afternoon,0.0,0.0,2.75,4.0,245.8,2026/01/23 20:29
AI3703,智能机器人,电子信息与电气工程学院,2.0,1,1,100,50.0,1,限选,afternoon,0.0,0.0,5.0,4.0,108.2,2026/01/12 17:14
AU2601,智能车感知与控制实践,电子信息与电气工程学院,2.0,2,2,36,20.0,1,限选,mixed,0.0,0.0,1.0,6.0,558.3,2026/01/23 21:56
AU3318,数字信号处理技术与应用,电子信息与电气工程学院,3.0,1,1,64,40.0,1,必修,morning,0.0,0.0,3.0,3.0,374.0,2026/03/07 12:18
AU3605,数字图像处理与模式分析,电子信息与电气工程学院,4.0,1,1,64,40.0,1,必修,morning,0.0,0.0,1.714,7.0,361.9,2026/03/07 12:07
AU4606,网络优化,电子信息与电气工程学院,3.0,1,1,54,50.0,1,"必修,交叉课程",morning,0.0,0.0,5.0,1.0,106.0,2024/03/24 22:18
CS1502H,程序设计思想与方法（荣誉）(C++),电子信息与电气工程学院,4.0,3,3,639,73.67,1,必修,evening,0.0,0.0,3.96,50.0,193.3,2026/03/12 09:15
CS1602,计算导论,电子信息与电气工程学院,4.0,1,1,232,116.0,1,必修,morning,0.0,0.0,3.964,56.0,235.3,2026/01/25 08:19
CS2601,线性优化与凸优化,电子信息与电气工程学院,3.0,3,3,432,75.0,1,必修,mixed,0.0,0.0,4.8,50.0,232.6,2026/05/06 21:17
CS2612,程序语言与编译原理,电子信息与电气工程学院,4.0,1,1,66,55.0,1,"必修,交叉课程",morning,0.0,0.0,2.35,20.0,350.5,2026/01/23 10:53
CS3324,数字图像处理,电子信息与电气工程学院,3.0,1,1,72,50.0,1,"必修,限选",morning,0.0,0.0,3.316,19.0,183.7,2026/01/13 12:51
CS3601,操作系统,电子信息与电气工程学院,3.0,2,2,340,85.0,1,"必修,限选",morning,0.0,0.0,4.407,27.0,256.6,2026/03/21 20:54
CS3602,自然语言处理,电子信息与电气工程学院,3.0,2,2,116,80.0,1,"交叉课程,限选",morning,0.0,0.0,4.05,20.0,122.8,2026/01/24 21:39
CS3604,软件工程与项目管理,电子信息与电气工程学院,3.0,1,1,33,50.0,1,限选,afternoon,0.0,0.0,2.692,13.0,714.1,2026/03/07 12:00
EE0501,电路理论,电子信息与电气工程学院,4.0,4,3,758,102.5,1,"必修,限选",afternoon,0.0,0.0,3.762,534.0,170.7,2026/04/27 15:37
EE0502,电路实验,电子信息与电气工程学院,2.0,4,4,48,21.0,1,必修,afternoon,0.0,0.0,2.32,1058.0,161.3,2026/05/14 10:02
EE0503,工程实践与科技创新II,电子信息与电气工程学院,2.0,1,1,12,30.0,1,交叉课程,morning,0.0,0.0,2.552,96.0,205.8,2026/04/13 17:05
EE2905,电工学,电子信息与电气工程学院,4.0,10,8,1612,80.2,1,必修,mixed,0.0,0.0,3.538,91.0,189.3,2026/03/02 19:13
EST2502,模拟电子技术,电子信息与电气工程学院,2.0,1,1,140,70.0,1,必修,morning,0.0,0.0,3.495,279.0,188.2,2026/04/28 14:43
EST2503,电子技术实验,电子信息与电气工程学院,2.0,24,12,603,26.0,1,必修,morning,0.0,0.0,4.175,189.0,184.6,2026/03/24 11:19
EST2505,模拟电子技术,电子信息与电气工程学院,3.0,12,12,1592,68.46,1,必修,afternoon,0.0,0.0,3.805,87.0,286.1,2026/01/29 00:03
ICE2607,视频多媒体检索实践,电子信息与电气工程学院,2.0,1,1,214,110.0,1,限选,evening,0.0,0.0,1.353,17.0,365.1,2026/03/14 21:53
